Date,K,Bisection,Secant,Newton,MP,BSM
0.32,565,0.35596040649414057,0.35601535230123305,0.3560153921606118,216.95,216.9478144537793
0.32,575,0.36950885620117185,0.36950078207544673,0.36950080621203607,208.45,208.4504025164007
0.32,585,0.3769544006347656,0.37700995917688035,0.3770099819537728,199.95,199.94672357032266
0.32,600,0.3834234802246093,0.38344010983332383,0.38344013095916873,187.35,187.34880928659493
0.32,615,0.38854992065429683,0.3884901571369317,0.38849016352970217,175.15,175.15502034658226
0.32,625,0.39013667602539065,0.3901833172413805,0.39018332762794006,167.15,167.14571105095905
0.32,635,0.39074696655273433,0.39072743355035455,0.39072743988805475,159.25,159.25194447424724
0.32,650,0.3902587341308594,0.3902961466006689,0.3902961484275301,147.65,147.64586147793392
0.32,675,0.3872072814941406,0.3871951886465139,0.387195189299643,129.05,129.05154534632368
0.32,685,0.3842778869628906,0.38430684686878097,0.3843068477499579,121.75,121.74611817900922
0.32,700,0.3812264343261718,0.38123752337451877,0.3812375238290963,111.35,111.34841404804848
0.32,715,0.3769544006347656,0.3769472447217978,0.37694724496111,101.25,101.25108087023983
0.32,725,0.3739029479980468,0.37386429262399684,0.37386429307586677,94.75,94.7560251386409
0.32,735,0.3706073791503906,0.37066238592327583,0.370662385934307,88.45,88.44118758318757
0.32,750,0.3660912292480468,0.36603706724583945,0.36603706723057744,79.45,79.45897576767351
0.32,775,0.3565706970214843,0.356510646647597,0.3565106465493871,65.3,65.3103213839704
0.32,785,0.35351924438476556,0.3535474714919018,0.3535474713473071,60.2,60.19511188597613
0.32,800,0.3491251525878906,0.3490706437340973,0.34907064373944136,53.0,53.00947178154087
0.32,815,0.3433884216308593,0.34344407551963263,0.343444075519745,46.15,46.140389429792435
0.32,825,0.3400928527832031,0.34004057490895084,0.3400405751055197,41.95,41.95894059799622
0.32,835,0.33606493530273435,0.3360773636145423,0.3360773638295418,37.9,37.89790489860985
0.32,850,0.3305723205566406,0.3305206462849806,0.3305206469986152,32.35,32.35844870477854
0.32,875,0.32251648559570306,0.32256109865486443,0.3225611001392326,24.5,24.49323203314924
0.32,885,0.3176341613769531,0.31760053392120735,0.3176005356573867,21.5,21.50489412697229
0.32,900,0.3123856628417968,0.31235754345995453,0.3123575495159508,17.75,17.753814345095634
0.32,925,0.3032313049316406,0.30319487869753375,0.30319488916524817,12.5,12.504259445398048
0.32,950,0.3005460266113281,0.3005619842872902,0.3005619932022184,9.1,9.098411336838694
0.32,975,0.2948092956542968,0.2947958780731978,0.29479589211095053,6.25,6.251085513459245
0.32,1000,0.28406818237304676,0.2840816126435529,0.2840816390361247,3.85,3.8491780867523744
0.32,1025,0.2817490783691406,0.2817390334668165,0.28173907414131893,2.6,2.6004723663965024
0.32,1050,0.2808946716308593,0.28091172509818335,0.2809117941568165,1.775,1.7743801735069908
0.32,1075,0.2682006286621093,0.2682130799379665,0.2682131841716238,0.9,0.8997149638850281
0.32,1100,0.2865093444824218,0.2864855584222909,0.2864856587677172,0.95,0.95053443772672
0.32,1125,0.2865093444824218,,0.2865046007376348,0.65,0.6500801207732643
0.32,1150,0.30103425903320313,,0.30104559647601115,0.65,0.6498153626015508
0.32,1175,0.31519299926757804,,0.3151585095363663,0.65,0.6505433358110917
0.32,1180,0.3162915222167968,,0.3163130855029863,0.625,0.6246715337201181
0.32,1185,0.31909885864257803,,0.3190605229948756,0.625,0.625580540703158
0.32,1190,0.3217841369628906,,0.3217923818920444,0.625,0.6248759699406286
0.32,1195,0.32446941528320306,,0.32450885102630855,0.625,0.6244105666222737
0.32,1200,0.3219061950683593,,0.32193992283594824,0.55,0.5495411149589238
0.32,1225,0.34216784057617183,,0.3422035604679285,0.65,0.6494705661493612
0.32,1250,0.3348443542480468,,0.33484509346132024,0.4,0.39999240645512923
0.32,1275,0.3416796081542968,,0.34170608386237966,0.35,0.34975937893751397
0.32,1300,0.35046779174804676,,0.3504750919615637,0.325,0.32493867552164524
0.32,1325,0.35864568481445314,,0.3586511740590107,0.3,0.29995752957703914
0.32,1350,0.3662132873535156,,0.3662147020328235,0.275,0.27498996209640936
0.32,1375,0.3951410583496094,,0.3951705524544278,0.425,0.4247192775577826
0.32,1400,0.4245570617675781,0.424538366610837,0.4245385823506489,0.625,0.6252267957475572
0.32,1425,0.43542023315429684,0.4354476735138625,0.435447876489272,0.625,0.6246671038099105
0.32,1450,0.44616134643554684,0.4461196913589184,0.4461199157623136,0.625,0.625490369408765
0.32,1475,0.4543392395019531,0.45438458146826755,0.45438478036875213,0.6,0.599485452204993
0.32,1500,0.46459212036132813,0.46457621732155135,0.46457642995770065,0.6,0.6001744834418314
0.32,1525,0.4746008850097656,0.47456015488849423,0.474560380505881,0.6,0.6004435147930582
0.32,1550,0.48436553344726563,0.48434473483421076,0.4843449318607492,0.6,0.6002221977811919
0.32,1575,0.49388606567382815,0.4939376719751602,0.4939378780931225,0.6,0.5994494187825898
0.32,1600,0.5034065979003906,0.5033463349761226,0.5033465499298191,0.6,0.6006297661121396
0.32,1650,0.5215932556152343,0.5216381099071339,0.5216382994758803,0.6,0.599540092893748
0.32,1700,0.5367284606933593,0.5367239377526901,0.5367241679690137,0.575,0.5750414963710737
0.32,1800,0.570050323486328,0.5700737083348378,0.5700739195909391,0.575,0.5747817963940527
0.32,1900,0.6012971984863281,0.6012840472041784,0.6012842521279758,0.575,0.5751151688317568
0.32,490,0.9999389709472657,,,283.75,326.366003558023
0.57,200,0.9999389709472657,,,560.75,579.3901475511686
0.57,300,0.9999389709472657,,,463.45,494.43992740906754
0.57,350,0.9999389709472657,,,415.85,456.0998855623579
0.57,400,0.9999389709472657,,,369.25,420.61339247941396
0.57,450,0.9999389709472657,,,323.95,387.9143836451538
0.57,500,0.9999389709472657,,,280.15,357.87532288264117
0.57,530,0.9999389709472657,,,0.0,341.0622627148611
0.57,540,0.9999389709472657,,,0.0,335.65129933766457
0.57,550,0.28736375122070307,0.287408901770144,0.2874089484986477,238.15,238.1478912967657
0.57,575,0.9999389709472657,,,0.0,317.4460651204147
0.57,600,0.3372855163574219,0.33732428830678707,0.3373242968813569,198.75,198.74572178003677
0.57,650,0.34521929321289063,0.34522657902654363,0.3452265799844378,161.65,161.64886256515092
0.57,675,0.3444869445800781,0.3445008028202098,0.34450080342496053,144.25,144.24756669127163
0.57,700,0.34277813110351557,0.3427501623280374,0.3427501630498833,127.85,127.85539183704708
0.57,725,0.3386281555175781,0.3385838932457996,0.3385838932593974,112.15,112.15917026125953
0.57,750,0.33411200561523435,0.3341175557752217,0.33411755585572184,97.55,97.54878653468393
0.57,775,0.3281311584472656,0.3281695269348585,0.328169526959737,83.8,83.79130068045271
0.57,780,0.32678851928710934,0.3267975707312596,0.3267975707740078,81.15,81.14793696815599
0.57,800,0.32251648559570306,0.32250239358221094,0.322502393639521,71.3,71.30325742567402
0.57,820,0.3172679870605468,0.3172650541396372,0.31726505411511585,62.0,62.00068006292457
0.57,825,0.31616946411132807,0.3161930089807727,0.3161930091107447,59.85,59.844545911671844
0.57,830,0.31494888305664054,0.31491405292669455,0.314914053046538,57.7,57.70805466046011
0.57,835,0.31385036010742184,0.31386080639428043,0.313860806444694,55.65,55.647589941761964
0.57,840,0.3123856628417968,0.31238350012182753,0.31238350012790644,53.55,53.55049739528016
0.57,850,0.3103106750488281,0.3103313980121443,0.31033139802058185,49.7,49.69527328293543
0.57,875,0.3040857116699218,0.3041187970289925,0.30411879713881246,40.65,40.64270367926812
0.57,900,0.29810486450195306,0.2981435491787901,0.29814355084733396,32.8,32.79190468439583
0.57,925,0.29297842407226554,0.29295558958481355,0.29295559122379417,26.2,26.204451223013535
0.57,950,0.28687551879882806,0.28688994937371526,0.2868899524275625,20.45,20.447434842460893
0.57,975,0.2813829040527343,0.28140020484546857,0.28140021346788946,15.75,15.747251253986207
0.57,1000,0.2766226379394531,0.27663259042918326,0.2766326016497526,12.0,11.998612719874473
0.57,1025,0.2728388366699218,0.2728959974102297,0.27289600782237794,9.1,9.09313066419989
0.57,1050,0.2672241638183594,0.267264388481648,0.26726440271676727,6.6,6.595963627781018
0.57,1075,0.26197566528320315,0.26200953502731683,0.26200956096102307,4.7,4.697227087811953
0.57,1100,0.25733745727539065,0.2573202597905838,0.2573203021483155,3.3,3.3011209908667425
0.57,1125,0.2562389343261719,0.25626719899115047,0.25626725389256405,2.45,2.4484916750956245
0.57,1150,0.2490375061035156,0.24902053396592574,0.24902061924398655,1.55,1.5506595336000935
0.57,1175,0.24134784545898436,0.24134805667594014,0.2413481693306347,0.925,0.9249912121928325
0.57,1200,0.2547742370605469,0.25480956157416446,0.25480967747535926,1.0,0.9990188181007067
0.57,1225,0.2490375061035156,,0.24909587148539464,0.625,0.6238565781960599
0.57,1250,0.2588021545410157,,0.25882305866774735,0.625,0.6246016864390196
0.57,1275,0.2683226867675781,,0.2682967684713418,0.625,0.625481202287153
0.57,1300,0.2774770446777343,,0.2775305037459337,0.625,0.6240326433553154
0.57,1325,0.2850446472167968,,0.285102829253176,0.6,0.5990004818104033
0.57,1350,0.2938328308105468,,0.29386037404630627,0.6,0.5995371187977279
0.57,1375,0.3023768981933594,,0.3024130672824945,0.6,0.5994049145263709
0.57,1400,0.3107989074707031,,0.3107704941018058,0.6,0.6004584721191106
0.57,1425,0.31897680053710925,,0.3189415372366259,0.6,0.6005582654757546
0.57,1450,0.3253238220214843,,0.32530148199179026,0.575,0.5753369523369427
0.57,1475,0.3331355407714844,,0.3330952446525036,0.575,0.5755973596425825
0.57,1500,0.34070314331054685,,0.3407265190134505,0.575,0.5746594074833622
0.57,1525,0.3481486877441406,,0.3482019749137389,0.575,0.574236102375516
0.57,1550,0.35547217407226556,,0.3555278623778102,0.575,0.5742138388497624
0.57,1575,0.36267360229492185,,0.3627100482141585,0.575,0.5744929175423357
0.57,1600,0.3697529724121093,,0.3697540484512062,0.575,0.5749852345866122
0.57,1625,0.3767102844238281,,0.37666505720068943,0.575,0.5756124547191757
0.57,1650,0.3834234802246093,,0.38344797243848655,0.575,0.5746728466809987
0.82,200,0.9999389709472657,,,558.2,586.8419653000947
0.82,300,0.9999389709472657,,,462.55,510.2210798339398
0.82,400,0.9999389709472657,,,370.65,445.03888874417237
0.82,450,0.9999389709472657,,,327.05,416.3170981291033
0.82,500,0.9999389709472657,,,285.15,389.90493816527476
0.82,550,0.25282130737304687,0.25284909325726274,0.2528491337492173,245.15,245.14836501585637
0.82,600,0.30286513061523435,0.302909432852454,0.3029094450959866,207.65,207.64397341455134
0.82,650,0.3164135803222656,0.31639518808085304,0.3163951901570377,172.75,172.75347992126495
0.82,675,0.3178782775878906,0.31781791394113257,0.31781791590496755,156.25,156.26273129057603
0.82,700,0.3176341613769531,0.3176480182430585,0.31764801839318213,140.55,140.54681516045525
0.82,725,0.31616946411132807,0.3161847734436953,0.31618477346144275,125.65,125.64623578247364
0.82,750,0.3132400695800781,0.31323993809009165,0.31323993807758793,111.45,111.45003404209314
0.82,775,0.30970038452148435,0.30973259892195554,0.30973259906466316,98.15,98.1413442906861
0.82,800,0.30530629272460935,0.3053428753002607,0.30534287588578585,85.65,85.6399346976171
0.82,825,0.30115631713867186,0.30119990430676774,0.3011999045389845,74.25,74.23788156827214
0.82,850,0.2971283996582031,0.2971505447357387,0.2971505447214613,63.9,63.893859327729956
0.82,875,0.29273430786132804,0.29272098106368977,0.29272098106528743,54.45,54.45363765843973
0.82,900,0.28834021606445304,0.2883669105728897,0.28836691144688564,46.0,45.99292128871983
0.82,925,0.28370200805664053,0.283643978567773,0.2836439789856849,38.4,38.41474467008442
0.82,950,0.27869762573242185,0.27866836778756443,0.2786683704450016,31.65,31.657020848908957
0.82,975,0.27405941772460934,0.27404511879756954,0.27404512097741185,25.85,25.8531953681763
0.82,1000,0.27064179077148437,0.27061343516311226,0.27061343783719655,21.1,21.105834886340006
0.82,1025,0.26563740844726563,0.2655802352102351,0.2655802411032803,16.75,16.760622899819424
0.82,1050,0.26112125854492185,0.26117789222036364,0.26117789830155835,13.2,13.190631040429679
0.82,1075,0.2591683288574219,0.2591528118823566,0.25915281994963124,10.6,10.602279615225498
0.82,1100,0.25562864379882816,0.2556116169402554,0.2556116372616562,8.25,8.25217211770682
0.82,1125,0.2517227844238281,0.25172777113831946,0.2517277940709937,6.3,6.299454166169781
0.82,1150,0.24854927368164065,0.2485175251053693,0.24851755214108961,4.8,4.802919569265562
0.82,1175,0.2452537048339844,0.24519687461016088,0.2451969164420414,3.6,3.604341439278251
0.82,1200,0.24171401977539064,0.24170305145701,0.24170309920801875,2.65,2.650680206505516
0.82,1225,0.2378081604003906,0.2378245734705922,0.23782463753783933,1.9,1.8991836859368405
0.82,1250,0.2356111145019531,0.23557844438373068,0.2355785304480487,1.4,1.4012971330737436
0.82,1275,0.23268171997070314,0.23270868292669591,0.23270881446601724,1.0,0.9991568904661801
0.82,1300,0.23744198608398437,,0.23738170455857124,0.9,0.9017072427373574
0.82,1325,0.23402435913085934,,0.23397422506843601,0.625,0.6260804674327858
0.82,1350,0.24134784545898436,,0.24132895264115964,0.625,0.6253978580609125
0.82,1375,0.24854927368164065,,0.24851066903264893,0.625,0.6257958029564232
0.82,1400,0.2542860046386719,,0.25427140799308956,0.6,0.6002864096015266
0.82,1425,0.2623418395996094,,0.2623871333129566,0.625,0.6241037014640005
0.82,1450,0.2690550354003906,,0.2690964614935717,0.625,0.6241952570492488
0.82,1475,0.27430353393554685,,0.27433383338062384,0.6,0.599438081234946
0.82,1500,0.28077261352539057,,0.2807390893581282,0.6,0.600611680280112
0.82,1525,0.2869975769042968,,0.2870130059901754,0.6,0.5997231646111869
0.82,1550,0.2959078186035156,,0.2959109328795351,0.65,0.6499417652484016
0.82,1600,0.30506217651367185,,0.3050981143580866,0.6,0.5993836158517469
0.82,1650,0.3209297302246093,,0.32089126140394547,0.675,0.6756989289976136
0.82,1700,0.27491382446289064,,0.27492822019546054,0.1,0.0999388261286176
0.82,1800,0.3470501647949218,,0.3470391034912172,0.575,0.5751669100670691
0.82,1900,0.3033533630371093,,0.3033553062237399,0.075,0.07499401623154545
0.82,1950,0.3759779357910156,,0.3759692634488188,0.575,0.5751234134707399
0.82,2000,0.3793955627441406,,0.3793905677137632,0.5,0.5000630591762434
0.82,2250,0.42052914428710936,,0.4205830250234522,0.5,0.49936961991173234
0.82,2500,0.45678040161132816,,0.4567736523318337,0.5,0.5000743883422629
0.82,1040,0.27198442993164057,0.2720092838816435,0.2720092883626008,16.15,16.145514681926628
1.32,200,0.9999389709472657,,,553.3,603.3622463989536
1.32,300,0.9999389709472657,,,461.1,539.7713994303824
1.32,400,0.9999389709472657,,,373.8,486.5759335020503
1.32,500,0.9999389709472657,,,293.8,441.5424514733943
1.32,600,0.25611687622070317,0.25613684698645484,0.25613685095732575,222.3,222.2966478316008
1.32,650,0.27479176635742186,0.2747513343541174,0.2747513354469148,189.9,189.9094854936672
1.32,675,0.2794299743652343,0.2793959746763326,0.2793959753703398,174.7,174.70887678292388
1.32,700,0.2816270202636718,0.281598544972185,0.28159854567574694,160.0,160.00808032868895
1.32,750,0.2833358337402343,0.28328174449067983,0.2832817443176668,132.9,132.91727922442414
1.32,800,0.2817490783691406,0.2817999274314632,0.2817999270332448,108.6,108.58259582139357
1.32,850,0.2775991027832031,0.2776571322440325,0.27765713192123076,86.9,86.87955139805166
1.32,900,0.26783445434570313,0.2678260141747025,0.26782601406031425,66.5,66.50295061246493
1.32,950,0.26600358276367186,0.2659927026832507,0.2659927027891727,52.0,52.0036503007735
1.32,1000,0.2602668518066406,0.2602647360852895,0.26026473640200126,39.0,39.00065771018629
1.32,1025,0.25709334106445314,0.25711241757113074,0.257112418757524,33.4,33.394365794688014
1.32,1050,0.2546521789550782,0.254623436697273,0.25462344033865963,28.6,28.60800533878762
1.32,1100,0.24854927368164065,0.2485513514761307,0.2485513543210183,20.35,20.349499159273066
1.32,1150,0.24464341430664066,0.24466384242477332,0.2446638484653647,14.5,14.495850551250726
1.32,1200,0.23854050903320312,0.23855852783857615,0.2385585478482134,9.75,9.747051381308097
1.32,1250,0.23378024291992183,0.23380696974242549,0.23380699562033685,6.5,6.496571868731728
1.32,1300,0.23048467407226564,0.23053075104747073,0.23053079230474588,4.35,4.345443074477963
1.32,1350,0.2248700012207031,0.22488038996783158,0.22488044366935914,2.675,2.6742551361027687
1.32,1400,0.2221847229003906,0.22216016545987707,0.22216026441589634,1.725,1.7262754030102094
1.32,1450,0.21901121215820313,,0.21904807943243967,1.075,1.0736443754457685
1.32,1500,0.22133031616210935,,0.2213460794857648,0.8,0.7995425120645034
1.32,1550,0.23060673217773436,,0.2305490219242018,0.775,0.7765876587537832
1.32,1600,0.23072879028320314,,0.23075161014508075,0.55,0.5495224295035674
1.32,1650,0.24854927368164065,,0.24855856119732156,0.75,0.7497644103996572
1.32,1700,0.25745951538085937,,0.25750048966546835,0.75,0.7489872717702317
1.32,1750,0.26612564086914064,,0.2661266599389184,0.75,0.7499753943731271
1.32,1800,0.2722285461425781,,0.2722887330144367,0.7,0.6986478686995667
1.32,1900,0.28809609985351553,,0.2880539228625903,0.7,0.7009107158892958
1.32,2000,0.30042396850585934,,0.30038937818802314,0.65,0.6506827292283885
1.82,200,0.9999389709472657,,,548.3,619.4557100497062
1.82,300,0.9999389709472657,,,459.6,565.4636739755647
1.82,400,0.9999389709472657,,,377.1,520.5390315590093
1.82,500,0.9999389709472657,,,302.1,482.37599249024277
1.82,600,0.22279501342773433,0.22283903358473062,0.2228390383168571,234.7,234.69198975080678
1.82,650,0.24647428588867187,0.24652999863147676,0.24652999995086958,204.2,204.185289303601
1.82,700,0.25660510864257813,0.25657624311616645,0.25657624339883783,175.8,175.8092878839858
1.82,725,0.2589242126464844,0.25898062809441674,0.2589806280873758,162.4,162.3805614156201
1.82,750,0.26038890991210933,0.2603713067824878,0.26037130606024134,149.6,149.6064067358023
1.82,775,0.2607550842285156,0.2607044913345932,0.2607044911059652,137.3,137.3192269910432
1.82,800,0.26087714233398435,0.260929184634614,0.2609291847907196,125.8,125.77954838637692
1.82,825,0.26063302612304684,0.2606254585375455,0.26062545892939204,114.9,114.90304817264786
1.82,850,0.2599006774902344,0.2598957909081439,0.25989579136495505,104.6,104.60200141964305
1.82,875,0.25831392211914067,0.2583409885630106,0.25834098883815976,94.7,94.68880886802549
1.82,900,0.25672716674804685,0.25676132270854146,0.25676132168760696,85.5,85.48584617637829
1.82,950,0.2533095397949219,0.25328373258150255,0.2532837320741384,69.0,69.01052883348854
1.82,1000,0.24940368041992184,0.24934926184623013,0.2493492618553035,54.85,54.87130128692212
1.82,1025,0.24745075073242184,0.24749262371224273,0.2474926239833464,48.7,48.68409190053126
1.82,1050,0.24549782104492185,0.2455095407650102,0.2455095416786646,43.05,43.045704475207856
1.82,1100,0.24171401977539064,0.24176184671586015,0.24176185075839496,33.35,33.33396617783595
1.82,1125,0.2397610900878906,0.2397428915971112,0.2397428931911057,29.15,29.15578196751929
1.82,1150,0.2373199279785156,0.23729592210623915,0.23729592635979793,25.25,25.257174426424882
1.82,1175,0.23573317260742183,0.2356910837359531,0.2356910866286342,22.0,22.011803994350927
1.82,1200,0.2339023010253906,0.23388538095472605,0.23388538930224373,19.05,19.054422166592218
1.82,1250,0.22999644165039063,0.22998287707664397,0.22998288957448337,14.05,14.053023531120019
1.82,1300,0.22694498901367183,0.22700365079497759,0.22700366750021206,10.35,10.339003274147245
1.82,1325,0.22535823364257812,0.22530645914632288,0.22530647925192446,8.8,8.808810799605034
1.82,1350,0.22425971069335932,0.22425450526227902,0.22425453172685644,7.55,7.55080152568469
1.82,1375,0.22206266479492182,0.22205333121107085,0.22205336439055226,6.3,6.301285947875165
1.82,1400,0.21718034057617186,0.2171475017832762,0.21714753334282436,4.9,4.903882299431025
1.82,1425,0.22035385131835933,0.22029830073374682,0.2202983406555285,4.6,4.606235297152558
1.82,1450,0.21925532836914063,0.21925554354517388,0.21925559665669114,3.9,3.8999730686610086
1.82,1500,0.21254213256835935,0.2125098607495345,0.21250993250542788,2.425,2.4273452933861144
1.82,1550,0.21327448120117187,0.2133063555737419,0.21330644722068476,1.85,1.8481009526842413
1.82,1600,0.21107743530273437,,0.21110678472748443,1.275,1.2736758607350325
1.82,1700,0.21461712036132813,,0.2145690418228384,0.8,0.801493339659606
1.82,1800,0.22743322143554684,,0.2274424085521052,0.75,0.7497402218781062
1.82,1900,0.24098167114257812,,0.24101490357962269,0.75,0.7490991141976213
1.82,2000,0.2537977722167969,,0.2537539087721593,0.75,0.7511468548092788
1.82,2100,0.2375640441894531,,0.23750607286416806,0.25,0.2506508415216402
1.82,2150,0.2714961975097656,,0.2715029342579908,0.75,0.7498323244760199
1.82,2250,0.2804064392089843,,0.2804216896466891,0.7,0.6996491397683542
1.82,2500,0.2951754699707031,,0.2951213103686182,0.5,0.5009149435999909
2.81,250,0.9999389709472657,,,499.6,625.8373806185501
2.81,280,0.9999389709472657,,,475.5,614.0231372961072
2.81,300,0.9999389709472657,,,459.8,606.5173800413029
2.81,350,0.9999389709472657,,,422.6,588.8972271626046
2.81,400,0.9999389709472657,,,385.4,572.7012308104134
2.81,450,0.9999389709472657,,,351.7,557.7188414835484
2.81,500,0.9999389709472657,,,318.0,543.7848969243285
2.81,550,0.9999389709472657,,,287.6,530.7670137497369
2.81,600,0.18398053588867186,0.18395507435346015,0.1839550847281751,258.2,258.20478957509556
2.81,650,0.21473917846679685,0.21477706002212085,0.21477706248153394,230.6,230.5886527402675
2.81,700,0.22914203491210938,0.22912353842289113,0.22912353847905756,204.7,204.70688256409846
2.81,800,0.23939491577148436,0.2394551203811537,0.23945512183020226,157.7,157.67205306361762
2.81,850,0.24073755493164062,0.24076100687539648,0.2407610055111046,137.0,136.98847304988675
2.81,900,0.2404934387207031,0.2405536374694586,0.2405536356081173,118.1,118.06941099449028
2.81,950,0.23988314819335932,0.23993018652914588,0.23993018584964507,101.3,101.27578666552296
2.81,1000,0.23866256713867184,0.23869758599078117,0.2386975864006401,86.3,86.28205945823663
2.81,1100,0.23524494018554687,0.23521882292439994,0.23521882307977998,61.4,61.41264649606131
2.81,1200,0.23097290649414065,0.2309540840456778,0.2309540847566197,42.5,42.50814744382325
2.81,1300,0.22633469848632815,0.22633361105204672,0.22633361393230822,28.6,28.600398979511
2.81,1400,0.2219406066894531,0.22192948674632706,0.22192949416361263,18.8,18.803321409826992
2.81,1500,0.21693622436523435,0.2169830873431791,0.21698310309356417,11.9,11.889156195186104
2.81,1600,0.21303036499023437,0.2129981567511212,0.2129981829155107,7.45,7.455575886821009
2.81,1700,0.2114436096191406,0.21148883838494217,0.2114888756954718,4.85,4.844126996175497
2.81,1800,0.21071126098632814,0.21072712964931073,0.21072720065921863,3.2,3.198459971155085
2.81,1900,0.2085142150878906,0.2084755370115159,0.20847564088665216,2.0,2.002648969061065
2.81,2000,0.20765980834960934,,0.20763596849505037,1.3,1.3011800135681657
